Vmag,Plx,e_Plx,B-V,SpType
9.14,2.6,1.43,1.053,K1III
8.48,12.89,1.03,0.537,G0
8.57,31.34,2.1,0.885,G5
7.21,7.86,1.07,1.087,K0III
9.05,1.01,1.33,1.64,K5
7.72,18.22,0.95,0.62,G0V
8.03,7.7,0.96,0.364,A3
6.47,8.65,0.94,0.242,A4Vm
5.57,11.17,0.72,1.043,G9III
6.32,7.0,0.74,0.738,G4IV...
7.78,6.49,0.82,0.417,F3IV/V
11.65,22.5,2.96,1.26,M1
8.58,10.46,1.13,0.714,G5
10.37,3.89,1.6,0.432,F2
9.23,6.32,1.08,0.383,F5
9.2,8.35,1.16,0.811,G8V
6.93,16.09,0.75,0.8,G5
9.32,4.32,1.37,0.549,F6V
7.11,8.73,0.77,0.476,F5
9.79,0.11,1.41,1.01,K1
8.21,2.98,1.01,1.339,K3III
8.42,1.37,1.61,1.4,K1
7.05,3.15,0.72,-0.122,B5V
9.26,6.75,1.19,0.671,G3V
2.28,59.89,0.56,0.38,F2III-IV
8.77,4.8,2.04,0.461,G5
9.25,5.87,1.08,0.537,G0
9.3,4.36,1.46,0.972,K2III
9.9,4.56,1.26,0.561,F8
9.89,6.48,1.77,0.617,F8
9.33,17.75,1.21,0.812,G0
7.78,22.07,2.31,0.68,G0
7.02,17.03,0.69,0.932,K0
8.89,1.97,1.11,1.033,G8III
9.6,7.75,1.28,0.446,F6V
7.07,19.28,0.79,0.644,G2III
6.01,8.56,1.17,0.203,A7IV
5.42,14.57,1.34,0.414,F3V
9.11,11.89,1.31,0.83,G8/K0V
8.24,1.42,1.15,0.08,B5V
8.97,6.32,1.2,0.442,F0
3.88,23.28,0.98,1.013,K0III
8.59,7.58,1.2,0.484,F5
7.17,4.96,0.74,0.031,B9
7.94,13.8,1.3,0.66,G3V
7.27,4.21,1.0,1.22,G5
9.59,1.88,1.4,0.49,G0
7.94,2.08,1.14,1.439,K0
8.52,16.26,0.98,0.687,G3V
7.59,5.36,0.88,1.005,G8IV
9.17,1.78,1.37,1.029,K1III
8.08,4.57,0.82,1.068,K1III
9.8,3.03,1.5,0.524,F5/F6V
8.92,8.17,1.89,0.499,F5V
9.91,4.45,1.34,0.355,F0V
9.42,4.76,2.01,1.565,M1Ibpev comp
8.84,2.91,1.13,1.128,K0
10.15,1.4,2.33,1.5,M3e-M8e
8.37,3.25,1.5,0.952,G8III
9.33,-0.54,1.36,1.63,K2/K3
9.35,0.55,1.21,0.075,B8
7.4,4.31,0.7,1.571,M2III
8.35,6.9,1.41,0.437,F3/F5V
9.53,23.86,1.59,0.965,K1/K2V
9.59,6.24,1.42,0.469,F5
10.05,0.16,1.39,0.486,F8
8.57,13.92,1.11,0.644,G3V
8.48,5.62,1.04,0.56,G0
8.43,12.54,1.23,0.906,G5
8.45,3.57,1.05,0.955,G5
8.84,17.08,1.86,0.833,K1V
8.64,14.21,4.23,0.716,G5
8.42,4.58,1.13,0.41,F5
6.34,7.37,0.57,0.164,A6V
7.93,2.27,1.15,1.301,K0
8.36,5.18,1.15,1.072,K0
8.32,18.8,1.05,0.595,G2/G3V
7.77,1.52,1.13,1.219,G5
6.84,2.68,1.06,1.611,K2
8.78,8.36,0.83,1.011,K1IV/V
7.19,4.44,0.79,0.974,K1II
8.5,1.7,1.1,1.166,K5
8.82,5.8,1.28,0.62,F8
9.04,7.14,1.07,0.542,G5
7.93,4.37,0.77,0.964,K0III
7.66,6.14,0.89,0.139,A2V
9.03,1.27,1.07,1.014,K0
5.54,10.04,0.86,-0.064,B9V
5.29,13.45,0.5,1.049,K1/K2III
8.13,9.63,0.81,0.456,F3V
7.51,7.21,1.55,0.251,A3+...
9.08,1.56,0.89,1.031,G8III/IV
7.1,10.24,1.21,0.345,F0
7.88,11.15,0.68,0.476,F5V
9.4,1.08,0.93,0.539,F8
9.06,4.59,1.12,0.293,A0
8.38,7.73,0.7,0.371,F5
10.65,10.83,2.1,1.077,K8
7.77,3.13,0.9,1.603,M...
8.5,4.15,1.03,1.042,K0
8.61,3.05,1.08,1.156,G5
10.05,6.95,1.59,0.7,G0
8.71,3.6,1.01,0.594,F0
9.37,4.95,1.42,0.409,F0V
6.97,3.21,0.6,1.377,K3III
8.56,8.5,2.9,0.524,F5V
9.34,-2.57,1.52,0.815,G8V
9.47,6.1,1.56,0.526,F7V
8.11,4.74,0.83,1.032,K0
8.91,3.93,1.13,0.356,F0III
7.83,1.12,0.83,1.311,G8III
8.95,2.74,1.18,1.104,K0
7.2,2.98,0.81,-0.053,B9
9.37,5.26,0.97,0.411,F2/F3V
5.84,18.18,0.92,0.973,K1III
5.01,3.24,0.68,0.405,F2II
9.81,3.85,1.39,0.437,F3V
9.27,2.76,1.18,1.12,K0
9.5,7.14,1.38,0.423,F3/F5V
9.32,4.82,1.18,0.511,F5V
8.92,13.53,1.28,0.578,G2V
8.38,10.15,1.04,0.508,F7V
7.74,10.35,0.82,0.473,A
8.6,3.27,1.2,1.042,K0
9.49,4.92,3.74,1.232,K2III:
8.35,6.17,1.02,0.528,F7V
7.11,3.65,0.87,1.528,M4III:
9.87,4.11,2.38,0.503,F2V
8.98,7.48,1.29,0.471,G0
7.75,1.83,1.07,1.487,K0
8.24,12.91,1.06,0.491,F6V
6.74,6.52,0.73,-0.074,B7IV
6.83,4.74,0.76,1.429,K4III
7.7,7.1,0.92,0.144,A0
6.7,1.66,0.61,-0.017,B1V
8.67,3.45,1.27,1.037,K0III
8.73,5.51,0.84,0.563,F7IV
9.63,0.66,1.37,1.462,M0
6.66,15.06,0.7,0.372,F3/F5IV+...
8.29,5.16,0.87,0.077,A0
8.47,15.57,1.17,0.574,G5
8.16,2.91,0.97,1.165,K2
8.97,8.77,1.49,0.497,F5
7.51,18.2,0.91,0.503,F8
8.97,1.74,2.12,0.674,B7IIIe+K3III
8.55,4.38,1.15,0.692,G3V
5.84,15.35,0.74,1.0,K0III
7.85,3.75,0.81,0.099,B9
8.68,7.95,1.08,0.588,G2V
8.05,4.86,0.81,0.878,G5
8.27,1.62,0.92,0.146,B7V
7.68,3.48,1.04,1.028,K0III
9.4,9.43,1.0,0.551,F5IV
7.77,8.8,0.8,0.405,F2
6.89,4.7,0.82,0.951,K0III
7.55,2.46,0.87,1.354,M...
8.27,7.77,2.24,0.517,F6IV/V
8.16,2.91,1.17,1.677,K5
8.07,2.95,0.8,-0.015,B9
7.91,4.0,0.9,0.024,A0
7.71,2.25,0.98,1.253,K1/K2III
10.16,4.41,1.82,0.689,G2
8.41,16.45,0.95,0.575,G5
8.88,1.02,1.19,1.169,K1III
9.64,1.44,1.17,0.56,B5
7.93,3.61,1.11,1.096,K2
7.78,4.53,1.05,1.302,M3III
8.9,6.25,1.13,0.5,F5
8.55,12.6,1.18,0.435,F5V
9.15,9.37,1.25,0.477,F8
10.86,39.19,2.29,1.418,M2
11.55,24.32,3.25,1.395,M2V:
9.08,0.9,1.37,1.076,G5
7.44,3.61,0.94,0.998,G5
10.35,-0.33,1.6,1.269,M0
6.68,4.43,0.73,1.212,K1III
8.85,4.41,0.77,0.585,F8/G0V
8.9,8.36,1.21,0.473,F8
8.24,7.22,0.89,0.184,A2
6.74,3.88,0.89,1.025,G5
10.75,4.01,2.07,0.863,K0
8.44,2.61,1.17,1.33,K0
7.69,4.21,1.02,1.163,K2
4.89,52.94,0.77,0.487,F5V
11.8,6.13,5.67,0.57,F4
8.88,4.78,1.23,1.14,K2III
7.7,5.09,1.26,1.2,K0III/IV
8.6,15.08,1.1,0.7,G6V
8.44,1.58,1.05,0.127,A3V
9.5,35.69,5.14,1.254,K7
9.03,0.82,1.19,1.406,K0
7.15,6.06,0.67,1.004,K0
7.95,29.35,0.95,0.755,K0V
8.23,18.6,0.91,0.581,G0
9.81,4.63,1.57,0.515,G0
8.48,11.58,1.13,0.473,F3V
9.33,3.47,1.9,0.94,K0
8.97,20.86,2.16,0.807,G6/G8V
8.08,2.54,1.14,1.122,K2
7.47,2.26,0.85,1.532,K0
8.34,4.31,1.11,0.409,F3V
7.75,4.71,0.89,1.152,K2III
8.34,17.0,0.82,0.619,G4V
5.41,5.61,0.92,1.346,K2III
7.56,9.91,1.48,0.551,F8...
6.93,7.77,0.88,0.994,K0III
10.03,21.87,24.76,1.293,K2
8.69,6.73,1.13,0.185,A0
9.04,27.46,1.09,0.891,K1V
8.32,4.04,1.09,1.12,K2
7.85,7.57,1.06,0.561,F7V
7.21,4.78,0.59,0.916,G8III
8.98,3.36,1.48,0.966,K0IV
7.09,2.16,0.77,0.137,B5II: SB
8.85,8.01,0.94,0.518,F6V
9.21,0.53,1.02,0.142,A0V
8.61,20.55,1.21,0.643,G0
7.91,7.11,1.08,1.126,K0p...
7.47,2.14,1.6,0.2,B8
8.65,5.08,1.17,1.0,K0
8.53,6.88,1.58,0.515,F5
9.92,29.15,1.54,1.071,K5V
8.09,4.25,0.94,0.228,B9
5.24,45.85,0.66,0.459,F3/F5V
7.06,1.15,0.74,0.63,F5Ib-II
8.45,10.91,1.15,0.481,F5V
8.73,9.29,1.09,0.646,G3/G5V
7.45,7.81,0.96,0.891,G5
9.02,16.48,1.49,0.599,G3V
7.51,12.79,1.43,0.491,F5
7.32,1.99,0.98,0.038,A0
8.17,1.34,1.1,1.14,K0III
9.45,4.21,1.44,0.26,A0
9.72,9.92,1.46,0.557,G1V
9.34,10.46,1.33,0.695,G5V
8.75,4.77,1.28,1.125,G5
9.32,3.89,1.25,0.625,G3V
7.91,10.93,1.05,0.392,F2V
7.49,2.05,0.98,1.6,K4III
6.53,7.97,0.79,1.041,K0III
6.18,5.93,0.7,1.467,K4III
8.69,2.85,1.26,0.403,F0
6.58,6.88,0.76,0.99,K0III
7.8,0.15,0.9,1.634,M1III
7.19,10.9,0.86,0.398,F0
8.17,3.49,1.01,1.048,K0
6.56,6.05,0.87,1.074,K0III
8.73,38.88,1.22,1.045,K0
7.62,17.21,0.76,0.758,G5IV/V
8.66,10.57,1.33,0.43,F5
8.68,0.0,1.19,1.29,K2III
8.2,2.97,0.97,1.269,K0
8.96,3.11,1.44,1.243,K0
7.36,6.68,0.87,1.082,K0
6.87,9.42,0.74,0.262,F0
7.6,3.46,0.87,1.314,K0
5.29,5.33,0.87,1.478,K4III
9.12,4.88,1.22,0.479,F8
8.25,9.81,1.21,0.448,F5V
7.43,10.44,0.83,0.335,F0
8.88,1.79,1.24,1.047,K0III/IV
7.95,-0.41,0.93,1.537,M...
7.69,2.89,0.85,1.709,M...
8.94,4.7,1.22,1.151,K2III
10.58,8.64,1.94,0.6,G0
10.05,9.1,1.47,0.643,G3/G5V
8.88,2.01,1.3,0.934,G5
9.0,5.47,0.93,0.415,F3V
8.24,3.99,1.02,1.583,K5
8.18,19.39,1.0,0.669,G5
9.91,2.9,1.53,0.521,F6V
8.88,1.76,1.01,0.022,A0
8.44,24.69,1.2,0.739,K0
8.73,15.32,1.34,0.707,K0V+...
9.12,4.61,1.4,0.471,F3V
9.23,5.62,1.23,0.995,K0III
8.66,21.09,1.23,0.743,G8/K0V
8.88,4.78,1.04,0.352,F0
8.14,5.39,1.46,0.364,F0V
7.44,0.07,0.83,1.522,K0
7.22,1.73,0.6,0.054,B9.5IV
6.5,6.3,0.82,1.112,K0
10.07,2.07,1.54,0.724,G2
7.01,5.28,0.8,1.106,K0
8.15,5.91,0.96,0.029,A1V
7.95,15.34,0.99,0.945,K1IV
8.18,1.12,0.96,1.363,K0
10.72,4.48,2.09,0.565,F8
9.56,7.06,1.25,0.659,F8V
8.51,4.18,0.96,0.873,G6III
7.22,4.68,1.06,1.051,K0
7.53,4.24,0.87,0.98,K0III
9.27,8.04,1.34,0.79,G5
9.85,15.9,1.78,0.939,K0
7.34,2.37,0.83,1.639,K2
9.55,4.23,1.08,0.353,A5
8.19,2.79,1.21,1.345,K0
6.63,18.06,0.76,0.402,F2
8.63,4.71,1.17,1.1,K0
8.8,6.35,1.36,0.725,G3/G5V
9.86,5.72,1.59,0.601,F7/F8V
6.71,1.21,0.8,-0.116,B2V
7.22,49.18,0.78,0.775,K0V
8.49,1.97,1.24,1.63,K5III
7.37,2.47,0.94,1.619,M...
10.51,5.93,1.93,0.57,G0
8.84,4.68,1.09,0.426,F5
8.39,2.51,1.01,1.223,K0
8.19,7.41,1.07,0.407,F0
7.94,0.92,0.81,0.501,A9Iab:
8.62,5.43,1.7,0.505,F8
7.8,2.95,0.75,1.099,F2V
7.17,8.09,0.76,0.202,A2
10.74,27.5,1.94,1.308,K5
10.1,5.52,1.48,0.584,F8
6.66,6.07,0.95,0.961,G8/K0III
9.94,5.79,1.76,0.626,G0V
7.69,5.76,0.84,0.958,G5
7.62,4.7,0.84,1.217,K0
11.44,1.56,3.02,1.2,M0V:
8.75,11.11,1.11,0.401,F5
7.58,6.4,1.12,1.097,K0
9.02,9.18,0.94,0.489,F5
9.03,3.85,1.46,1.263,K2III
10.41,24.96,2.95,1.36,M0
6.52,7.17,0.78,1.05,K1III
8.17,-0.86,1.15,0.899,G8III
7.57,14.72,0.86,0.453,F5IV
10.01,2.43,2.22,0.856,G0
10.68,5.84,3.9,0.689,G2
8.39,3.67,0.99,1.05,G5
8.05,1.79,1.13,1.165,K2
6.63,8.55,0.63,0.226,Am...
9.17,5.06,1.33,1.005,K0
7.55,5.66,0.98,1.24,K1/K2III
7.21,3.38,0.91,1.53,K3/K4III
2.83,9.79,0.81,-0.19,B2IV
12.49,37.3,6.34,1.4,M6
7.44,5.17,0.92,1.279,K1/K2III
8.83,4.39,1.1,1.136,K0
7.98,11.12,1.08,0.396,F2V
7.45,10.64,0.9,0.48,F5IV/V
7.72,10.64,0.91,0.333,F0
5.78,4.0,0.49,1.71,M0/M1III
7.32,3.6,0.78,0.061,A0
6.24,8.08,1.15,0.68,G0III
10.24,0.12,1.55,0.57,B2.5V
9.86,28.3,1.48,1.19,K7
8.72,3.88,1.27,1.037,K2III
8.44,2.49,0.99,1.079,K0III
8.84,4.32,0.97,1.202,K2III
9.05,30.0,1.25,0.913,K1V
5.71,28.57,0.74,0.331,F0IV
9.58,1.79,1.52,1.0,K2
8.58,4.09,1.12,0.178,A5IV
8.2,4.67,0.89,0.083,A0
7.98,7.03,0.89,0.214,A2
9.22,2.87,1.09,0.993,K0III
11.14,51.12,3.31,1.556,M0
7.26,4.88,0.76,1.257,K0
8.65,5.97,3.04,0.442,F2
5.94,3.22,0.83,1.548,K5III
8.99,4.25,1.45,1.134,K0III
8.08,7.52,1.27,1.055,G5
6.14,4.23,0.8,1.49,K4III
8.59,4.06,1.13,0.097,A0
6.97,9.78,0.91,0.18,A5IV
6.86,6.48,0.94,1.096,K1IIICNIV
7.41,13.08,0.96,0.44,F2
8.73,1.46,1.01,-0.117,B3
8.07,9.34,0.82,0.559,G0
8.54,2.5,1.15,1.31,K2III
6.79,2.79,0.81,1.257,K0
8.96,8.59,1.2,0.465,F0
9.08,1.55,1.24,1.155,K0
9.48,1.4,1.24,1.58,M2
8.9,1.09,1.07,1.633,K5
9.09,6.24,1.95,0.631,G5V
8.76,22.86,0.87,0.743,G6V
7.15,14.45,0.76,0.513,F6V
7.39,3.24,1.03,-0.165,B4V
8.93,10.74,1.17,0.628,G1V
8.74,-0.03,1.25,1.297,K0
6.91,3.11,0.74,1.12,G8II
9.42,24.14,1.58,0.962,K0
7.41,4.28,0.9,0.947,G6III
9.22,6.69,1.23,0.523,G0
8.79,0.45,1.0,0.115,A0
6.22,11.13,0.73,0.009,A1V
7.17,3.49,0.6,1.626,M4III:
8.4,5.52,1.05,0.398,F4V
8.6,3.2,1.34,0.416,A5
6.97,2.4,0.59,1.341,K2III
8.36,23.68,1.19,0.645,G5
9.23,2.66,1.35,1.12,K0
8.25,1.26,0.84,1.735,M2
7.7,3.42,0.8,0.661,A0
7.0,9.36,0.88,0.534,F7IV
7.32,21.66,1.17,0.521,F5
8.6,3.59,1.14,1.07,G5
10.25,5.7,1.83,0.45,F5
8.08,13.44,0.89,0.461,F5V
7.84,0.69,1.08,1.195,G8III
7.7,4.17,0.83,1.468,K2
6.66,21.62,0.68,0.462,F5IV/V
7.99,3.0,1.02,1.145,K0
8.2,4.1,0.77,0.214,A7IV
7.84,4.39,1.04,0.035,A0
7.42,20.23,1.2,0.64,G5V
10.2,2.39,2.31,0.794,G5
6.63,2.53,0.62,1.697,M1III
6.89,18.19,0.9,0.502,F7V
8.51,22.51,1.49,0.73,G8III
9.0,1.72,1.27,0.356,A5
9.42,11.19,1.5,0.831,K0/K1VCN...
7.72,2.65,0.65,1.029,G5
8.17,7.15,1.41,0.563,F8V
7.19,3.74,0.97,1.34,K0
8.93,7.55,1.12,0.618,G1/G2V
8.08,3.32,1.05,1.251,K2III
8.23,10.93,0.98,0.475,F2
8.31,2.65,0.95,-0.015,B8
5.13,5.21,0.79,1.601,M3IIIvar
10.17,2.69,1.46,0.472,F3IV/V
9.54,0.5,1.48,1.071,K2
6.95,12.17,0.82,0.494,F5V
9.17,0.1,1.27,0.984,F8Iab:
8.85,4.21,1.4,1.01,G8/K0III
6.68,4.48,0.83,1.172,K0
8.77,1.39,1.44,1.534,M1III
9.49,8.31,1.44,0.476,F6V
8.27,1.62,1.56,0.2,A0
4.79,10.01,0.77,1.572,M2III
7.03,11.81,0.82,0.461,F5
8.69,-0.43,1.1,1.401,K3III
4.44,6.62,0.82,1.64,M1III
8.9,2.74,1.19,1.064,K0III
9.18,13.85,1.37,0.657,G3V
9.1,12.12,1.4,0.681,G0
8.71,0.97,1.17,1.367,K2/K3III
6.63,7.76,0.78,1.03,G8III/IV
7.92,3.02,1.4,1.2,K0IV
8.1,3.37,0.99,0.067,A0
8.67,0.11,1.09,1.062,K2
8.4,1.29,0.82,0.169,B9V...
7.13,3.93,0.77,1.17,K2III
10.22,6.24,2.05,0.61,G0
8.49,8.41,0.87,0.528,F6V
6.82,11.33,0.89,0.257,A7III
10.04,13.96,1.97,0.84,F5
8.62,7.09,1.01,0.556,F8
8.12,4.97,1.66,0.3,A5
8.01,6.81,2.18,0.445,F3V
5.77,9.4,0.78,-0.084,B9V
6.64,4.57,0.91,1.499,M0
6.25,9.18,0.71,-0.004,A1p
7.06,4.35,1.08,1.0,K2
6.17,4.41,0.87,1.344,K3III
6.02,12.47,1.28,0.312,F0IV
7.58,15.91,3.9,0.396,A7
8.1,0.76,1.12,1.477,K4III
8.41,6.97,1.11,0.492,F8
8.16,0.78,0.82,1.304,K2
8.99,8.05,1.45,0.428,F3V
7.68,1.79,0.85,1.188,G5
9.09,9.36,1.24,0.53,G0V
7.67,1.8,1.0,-0.086,B9
9.72,4.47,1.42,1.073,K0
8.57,22.9,0.93,0.695,G6V
7.34,6.25,0.88,1.02,K0
6.34,2.47,0.72,1.555,K5
8.44,2.02,0.91,1.33,K2II
9.09,4.9,1.41,0.397,A4:m...
7.99,10.99,0.83,0.389,F2
9.14,1.88,1.28,1.245,K0III
9.91,2.73,1.49,0.807,F7
8.98,5.97,1.17,0.505,F8
6.35,7.92,0.82,-0.002,A1Vn
8.17,3.42,1.12,1.109,K0...
8.71,3.54,0.92,1.639,M1III
8.39,4.95,1.03,0.912,K0III
8.66,6.57,1.23,0.942,G5
8.71,1.26,1.25,1.498,K2/K3III
9.13,8.77,2.31,0.514,F7/F8V:
10.55,2.16,1.67,0.671,F5.5
9.4,6.0,1.26,0.478,F3/F5V
10.36,12.24,2.14,0.89,K3
7.5,5.94,1.63,1.032,K0:III
8.7,5.26,1.11,0.408,F2V
8.35,0.3,0.97,1.491,K0
7.75,9.22,1.18,1.015,K0
7.67,7.89,1.03,0.417,F3IV
9.7,1.95,1.38,0.56,F6V
6.76,4.05,0.76,-0.046,B9
7.33,10.91,0.81,0.441,F5
9.12,3.79,0.94,0.58,F2III
7.89,2.13,2.65,1.08,M7/M8IIIe
8.53,5.97,1.01,0.245,A8V
8.79,3.77,1.17,0.904,G6III/IVw
9.46,3.66,1.24,0.479,G5
10.66,14.39,2.84,1.088,K3
9.11,1.67,1.22,-0.042,B9
11.49,191.86,17.24,1.75,M:
7.65,5.43,0.88,1.184,K1/K2III
9.16,2.84,1.77,0.057,B8
7.87,4.09,1.0,1.6,K2
9.08,2.43,0.86,1.391,K2/K3III:
7.45,-0.47,0.85,1.62,K0
9.16,2.99,2.47,1.06,G1V
6.98,3.45,0.95,1.151,K0
8.78,2.32,0.88,1.113,K1/K2III
10.0,8.16,1.71,0.68,G0
8.93,6.48,1.4,0.518,F8
9.44,0.86,1.43,1.19,K0
8.45,3.36,1.15,1.214,K2IIICN...
8.24,7.49,0.84,0.364,F0
8.57,5.22,1.13,0.453,F2
8.27,0.87,0.99,-0.001,A0
8.54,11.65,0.8,0.551,F7V
7.9,4.17,0.77,0.045,B9
8.88,2.24,1.98,0.12,A0V
10.44,3.86,1.94,0.64,G0
8.46,0.92,1.04,1.639,K0
10.83,1.85,1.98,0.392,B8
7.48,6.68,1.41,0.949,G8IV...
8.4,2.17,1.04,0.322,A5
9.05,10.45,1.3,0.557,G0
8.64,0.51,1.0,0.215,A0
6.43,5.76,0.67,0.838,G8III...
6.49,4.63,0.54,0.983,G8/K0III
8.77,1.77,1.26,1.108,G8/K0III
9.88,1.63,1.45,1.098,K2
7.13,7.32,0.94,0.046,A0
8.05,3.09,0.95,0.941,G5
8.57,13.96,1.25,0.568,F8
9.76,19.25,1.67,0.74,G8V
8.43,2.19,1.41,0.1,A5IV
8.39,5.07,1.11,1.32,K2
11.58,41.32,3.89,1.647,M5
8.07,1.15,0.97,1.599,M0III
10.42,2.87,1.63,0.47,F2
9.22,5.18,1.48,0.537,F7V
10.37,2.07,1.83,0.564,F8
8.24,3.36,0.87,1.289,K2III
9.01,4.43,1.33,1.015,G8/K0IV
9.12,3.18,0.79,0.23,A
7.59,7.44,0.97,0.323,A5
9.11,0.02,1.35,1.267,K2III
5.66,7.64,0.83,1.35,K2III
8.83,-0.46,1.11,1.601,M0
9.35,13.79,1.38,0.655,G5V
9.02,5.96,1.11,0.42,F5
8.54,1.94,0.91,1.618,M0III
6.59,56.76,0.53,0.749,G6V
8.79,23.91,1.17,0.965,K2
6.35,5.28,0.96,-0.044,B9Vn
11.79,49.91,21.56,1.485,M:
8.92,14.92,0.97,0.718,G
9.58,0.86,1.58,0.71,G0
9.53,9.32,6.16,0.785,G8/K0V
9.74,8.67,1.46,0.569,G0V
9.74,7.65,0.94,0.446,F8
6.12,10.75,0.98,0.068,A2V
8.69,5.09,1.37,0.423,F5
8.78,12.54,1.22,0.623,G3V
7.9,13.71,1.21,0.673,G3V
9.07,9.45,1.22,0.586,G1/G2V
7.88,2.94,0.85,1.287,K2III
11.06,21.82,2.32,1.258,K5
7.18,5.08,0.61,0.251,F0V
7.22,1.87,0.82,1.025,G5
9.2,5.56,1.31,0.466,F3V
9.18,5.71,1.22,0.588,F8V
7.74,5.56,0.73,1.167,K2III
7.81,4.61,0.9,0.933,G8III
7.34,1.69,0.93,1.201,K0III
9.75,4.55,1.49,0.45,F3V
8.56,5.38,1.18,0.486,F3V
7.15,7.65,0.85,0.222,A8V
6.12,7.38,0.92,0.919,G8II-III
8.32,9.88,1.16,0.387,A5
8.52,11.21,1.18,0.24,F8
12.38,44.82,3.44,1.53,M4
9.74,4.68,1.55,0.505,G1
9.61,4.59,1.43,0.587,F5
6.98,3.31,1.11,1.6,M5III
8.15,-0.57,1.1,1.304,K2
9.51,1.53,1.48,1.09,K0
8.9,3.99,1.14,1.403,K3III
7.43,8.28,1.13,0.266,A3...
6.67,5.89,0.85,1.077,K0III
6.5,5.33,0.85,-0.108,B6III/IV
9.67,1.73,1.42,0.532,F5V
6.99,7.18,0.87,0.05,A0
10.01,23.92,1.54,0.95,K3
8.58,10.38,0.96,0.59,F8
7.74,11.15,1.3,0.472,G0
8.32,3.1,0.92,-0.03,B9
7.46,10.0,0.89,0.167,A3
6.51,0.95,0.92,1.864,M2III:
8.03,7.47,1.0,0.435,F5V
6.78,9.06,0.56,0.451,F3III
9.21,2.99,1.1,0.0,A
10.04,7.98,1.59,0.493,F8
8.88,7.36,1.32,0.453,F3V
7.18,5.07,0.8,1.071,G5
8.67,30.0,0.82,0.855,K0
8.53,5.03,1.13,0.261,A9V
6.84,43.45,1.19,0.655,G2V
8.94,15.06,1.47,0.625,G0
6.52,1.42,0.7,1.775,M0
9.23,13.42,1.36,0.557,G1Vw...
6.95,7.17,0.84,1.06,K0III-IV
5.74,5.08,0.58,0.898,G8III
7.88,2.69,0.75,0.075,A0
7.65,5.29,0.8,1.122,K1III
7.75,3.2,1.05,-0.013,B9
9.36,8.04,2.38,0.463,G0
8.5,2.13,1.31,1.143,K2
7.8,5.55,0.66,0.204,A2
9.2,6.89,3.64,0.471,F5
9.01,3.92,1.09,0.932,G8III/IV
7.61,3.5,0.8,0.053,A0
8.65,2.51,1.23,1.404,K2
8.38,7.32,1.25,0.787,G5
4.61,12.88,1.31,0.059,A2V
7.63,1.8,0.84,1.665,K5
8.99,66.71,1.12,1.37,M0
8.44,6.52,1.11,0.44,F3V
8.91,4.97,1.14,1.132,K0
10.51,1.88,1.9,0.53,F5
5.86,3.42,0.65,-0.079,B7III
10.18,0.76,1.56,1.157,K0
8.5,7.35,0.88,0.469,F5V
8.64,2.54,1.02,0.467,F2V
7.9,7.02,0.85,0.097,A2
9.51,0.44,1.47,-0.08,B8/B9V
8.83,3.91,1.2,1.078,K0
8.53,4.36,1.13,1.259,K0
7.93,3.27,0.84,0.046,B9
7.96,27.32,0.84,0.651,G5IV-V
8.56,4.15,0.88,0.095,A0V
9.06,2.47,1.51,1.15,K5
8.96,9.83,1.29,0.637,G5
11.54,42.65,2.77,1.505,M:
10.07,0.9,1.24,0.349,F3/5 +(A)
9.73,12.73,5.66,0.66,G0
10.51,23.3,3.17,1.31,K:
8.78,9.72,3.09,0.63,F5
8.54,1.63,1.09,0.97,G8/K0III
9.36,8.38,2.39,0.547,F7V
8.3,11.28,0.79,0.524,F6V
6.66,15.31,1.35,0.589,F5
9.32,7.11,1.37,0.929,K0/K1IV/V:
9.26,2.79,1.1,1.07,K0III
7.71,11.3,1.39,0.599,F8
11.36,24.12,2.91,1.22,K7
11.3,22.54,2.33,1.4,M1
8.82,10.73,1.1,0.552,G0
9.28,0.84,1.12,1.6,N0v
6.46,20.47,0.89,0.386,F3V
7.57,3.92,0.79,0.958,G5
8.25,10.52,0.72,0.589,G0IV
11.3,21.8,1.97,1.31,K7
7.89,7.31,0.89,0.02,A2
8.35,6.34,1.06,0.317,A3
9.09,14.58,1.15,0.635,G5
10.99,28.38,2.31,1.414,M0
7.67,8.06,0.76,0.271,A8IV
9.37,5.32,0.99,0.293,A5
6.11,0.57,0.69,-0.151,O9IIInn
9.16,1.49,1.21,0.082,A2
7.88,-0.23,1.86,1.4,G5
10.4,4.9,1.83,0.708,K3IV
7.79,12.92,0.73,0.772,K0:Ib
6.19,9.89,0.98,0.937,K0II
8.26,4.03,1.16,1.104,K0
7.1,5.41,1.02,0.9,G5
7.92,6.42,0.66,0.621,F8V
9.35,-0.6,1.67,1.458,K3V:
7.21,21.66,0.87,0.477,F6V
7.71,2.77,0.76,-0.041,B2.5V
6.91,1.68,0.88,1.585,M4II-III
9.56,8.35,1.47,0.577,G2/G3V
8.66,3.88,1.15,0.282,A5
9.26,3.67,1.44,1.098,K2
9.44,2.93,1.36,0.443,G0
7.38,6.13,0.94,1.029,K0
7.53,4.63,0.97,0.312,A5
9.38,2.64,1.36,1.111,K0
8.88,16.24,1.26,0.542,F9V
12.22,4.74,3.94,0.717,K7
6.54,7.14,0.82,0.97,G8II
8.17,4.72,1.16,0.995,K0III
8.47,8.19,1.55,0.324,F2
9.94,16.75,1.48,0.82,G9
6.51,38.24,0.85,0.599,G2V
7.71,1.67,0.93,1.382,K0
