Vmag,Plx,e_Plx,B-V,SpType,Amag
9.82,5.66,1.65,0.418,F2V,18.58408215594136
8.69,7.38,1.55,0.509,F8,18.03028180911521
8.57,-0.16,1.12,1.612,M1III,9.590599913279624
8.89,5.95,1.14,0.476,F5IV/V,17.762584828642748
5.98,49.3,1.05,0.687,G5V,19.44423459638615
7.92,5.38,1.67,0.459,F3IV,16.573911378331946
7.6,2.35,1.15,1.539,M...,14.455339311358681
8.22,4.71,1.03,1.22,K2,16.585104535644483
5.7,39.0,0.64,0.519,G1IV...,18.655323035132497
12.17,56.92,2.73,1.55,M4,25.94632445706123
8.75,7.24,1.32,0.487,F6/F7V,18.048692830985736
6.93,8.6,0.73,1.086,K0,16.602492256217836
7.97,4.78,0.82,0.256,F0,16.367139483060594
8.06,3.09,0.8,1.431,K2,15.509792397124173
10.13,4.69,1.62,0.593,F8,18.485864213575418
7.31,6.73,0.9,0.402,F2IV,16.450075321119883
8.35,8.11,0.91,0.624,G1V,17.89510427105578
5.57,3.32,0.54,-0.023,B9III,13.175690418520182
9.85,4.6,1.18,0.526,F6V,18.16378915840787
9.16,-1.67,1.78,1.045,G8III,15.273582355737917
9.03,3.63,1.27,1.349,K1/K2III:,16.82953312518056
10.07,5.95,1.54,0.59,F5,18.942584828642747
9.76,2.9,1.34,1.39,M6e,17.07198998949478
9.35,3.91,1.56,0.41,F2V,17.310883786979332
10.95,13.26,2.41,1.008,K1,21.56271762034377
8.87,6.15,1.06,0.426,F8,17.814375578877083
6.68,5.13,0.79,0.986,G9III,15.230586825559081
9.69,10.02,3.4,0.578,F6V,19.694338607656135
8.05,4.21,1.09,0.112,A0,16.17141047917834
10.3,2.04,1.67,0.506,F5,16.848150837129495
6.07,72.98,0.75,0.752,K0V,20.38601929514315
8.51,4.0,1.09,1.107,K0,16.52029995663981
7.71,5.02,0.87,1.038,G8III,16.213518585725097
8.56,5.61,1.12,0.548,F7V,17.304814306280807
8.26,2.44,0.98,1.233,K0,15.196949131693646
8.62,2.41,1.12,0.148,B9,15.53008521287434
9.83,2.3,10.4,0.587,G2/G3V,16.638639180087964
9.84,9.89,1.59,0.69,G0,19.8159814579859
9.74,4.82,1.5,0.494,F8,18.15523519119425
8.21,9.08,1.09,0.574,F8,18.000429242605428
8.72,6.36,0.97,0.41,F4IVws,17.73728557824207
8.03,1.65,0.76,1.631,K5p...,14.117419721069531
9.0,0.55,1.1,-0.09,F5,12.70181344747122
6.19,25.59,0.75,0.386,F2IV,18.230351429435927
8.22,3.69,1.0,0.951,G5,16.055131830795304
7.93,4.96,0.97,1.107,K0,16.40740838245099
10.18,0.77,1.61,0.58,F5V,14.61245362586241
8.98,6.64,1.23,0.567,F8,18.090840396840086
9.13,1.34,1.33,1.125,K0,14.76552399182404
6.91,3.69,0.8,1.123,K0III,14.745131830795302
8.79,1.16,1.17,1.234,K3III,14.112289946134592
8.23,18.71,1.05,0.58,G0,19.59036893750005
10.24,3.82,3.43,0.402,F2/F3V,18.150316814558543
8.83,2.0,1.14,1.114,G5,15.335149978319906
7.62,3.73,0.94,0.955,G8III,15.478544159043437
8.96,4.04,1.13,0.446,F3IV/V,16.991906825553023
10.41,2.89,1.9,0.51,B8,17.71448921378274
8.97,3.75,1.18,0.05,A,16.840156338638593
9.61,15.97,1.47,0.761,G5,20.626524580692415
8.29,8.4,0.93,0.387,F0,17.91139643030941
8.3,0.43,1.15,1.552,M...,11.467342277897934
8.26,4.01,1.06,0.494,F5,16.275721863100912
7.44,7.12,0.92,0.203,A5,16.70239996818428
9.52,4.4,1.07,0.19,A0V,17.73726338243094
8.2,4.41,0.71,0.295,A3,16.42219294733919
8.68,7.89,2.34,0.529,F5V,18.1653850160471
8.65,4.33,1.16,0.061,A1V,16.832439481766826
10.52,6.74,2.27,0.512,G0,19.6632994826766
8.41,5.14,1.01,0.405,F3V,16.96481559497638
9.18,5.85,1.26,0.333,F2,18.0157793304109
8.42,4.84,0.88,0.345,A3,16.84422680822206
8.86,3.28,1.1,1.552,M5,16.439369218558397
7.92,4.03,0.9,1.054,K0,15.946525230705548
8.85,4.19,1.28,0.323,A3,16.96107011483148
9.31,6.51,1.2,0.226,A9V,18.37790494284096
10.28,6.34,2.0,0.503,F3V,19.290446289408663
7.56,11.92,0.61,0.419,F5IV-V,17.941381277021087
7.88,4.23,0.74,0.407,F2,16.01170183687521
7.99,3.54,1.0,1.441,K0,15.73501631012894
8.23,17.18,1.0,0.599,F8/G0V,19.405115797476117
8.52,2.2,1.24,1.084,K1III,15.23211340411103
9.14,17.98,2.35,0.74,G5,20.41394843698605
6.2,6.24,0.85,0.133,A2IV/V,15.175922948412122
7.64,5.87,1.72,0.493,F5,16.48319050623807
8.95,8.23,1.18,0.653,G0,18.52699917606135
7.48,2.87,0.87,1.532,K5III,14.769409483669962
7.06,20.63,0.91,0.463,F5V,18.632496139865758
7.33,9.37,0.84,1.011,K1IV,17.188697954438894
8.98,1.52,2.42,0.739,G5,14.889217939723864
8.24,7.19,1.22,0.271,A6:m...,17.523644451914414
8.53,7.21,1.14,0.909,K0V,17.819676323597143
8.4,2.19,0.77,1.014,G8III,15.102220574200592
7.48,7.51,0.77,0.466,F5IV/V,16.858199685020843
8.46,1.63,1.06,1.59,K0,14.52093802201979
9.29,2.41,1.07,1.01,K0,16.200085212874342
8.57,5.48,0.94,0.249,A5,17.263902792421845
8.7,30.76,1.21,0.798,K0V,21.13993165564697
8.5,10.08,0.93,0.451,F5,18.517302660547532
8.37,8.86,1.46,0.595,F7V,18.107168609435256
6.87,6.05,0.77,1.124,G5,15.778776873262345
7.5,2.5,0.69,1.703,M1III,14.489700043360187
7.39,2.53,0.57,-0.018,B9IV,14.40560260587909
8.19,8.21,0.99,0.584,F8/G0V,17.761715785597204
7.56,2.74,1.26,0.9,G5,14.74875281410194
8.37,9.73,1.0,0.379,F0,18.31056420134176
7.39,5.37,0.8,1.008,K0,16.039871428497776
6.73,10.14,0.73,0.951,G5,16.760189774986586
8.66,2.38,0.88,0.79,G3III,15.54288478528256
8.25,2.89,1.06,0.17,A0,15.55448921378274
8.47,3.33,1.15,0.953,G5,16.0822211675316
8.01,9.58,0.89,0.456,F5,17.91682754539272
6.83,7.84,0.65,1.158,K1/K2III,16.301580313422193
9.06,1.6,1.32,1.074,M2III:,15.080599913279624
8.79,4.21,1.16,1.127,K2III,16.91141047917834
7.44,7.19,0.92,0.478,F5,16.723644451914414
6.43,6.69,0.92,-0.146,B8IIIsp...,15.557130588839115
5.93,12.45,0.74,0.141,A1V,16.405846757158777
8.85,4.31,1.43,1.196,K0,17.022386350803657
9.86,4.43,1.32,0.244,A2,18.092018631115348
8.55,7.06,1.33,0.964,G5,17.79402350525902
7.66,5.76,0.78,0.181,A3,16.46211241711606
7.82,21.83,0.84,0.61,G0,19.515268678545695
9.08,11.55,1.4,0.595,G0,19.392909921140816
10.1,5.57,1.58,0.57,F8,18.829275975868644
8.21,3.5,1.11,1.087,K0/K1III,15.93034022175138
8.85,7.79,2.24,0.631,G3:V: + G2:,18.30768728836282
7.79,1.17,0.67,1.45,K3III,13.13092930873081
7.58,3.64,0.94,1.271,K1IV,15.38550691824528
7.85,10.66,0.99,0.505,F5V,17.988786023452768
7.18,8.95,0.6,0.156,A3V,16.93911517657956
7.54,3.83,0.93,0.408,F2,15.455993869843114
9.72,6.43,1.39,0.434,F3/F5V,18.76105486462111
7.12,8.19,0.74,0.184,A5,16.686419508802093
9.77,6.67,1.5,0.306,A8/A9V,18.890629169582745
8.84,4.37,1.17,1.042,K0III,17.04240718485211
5.67,10.02,0.71,1.119,K1III,15.674338607656136
8.15,9.77,0.98,0.617,F8,18.099472818593867
9.61,3.92,1.34,0.961,G5,17.576430335102287
8.19,3.44,1.16,1.079,G5,15.87279221285765
7.27,4.9,0.76,0.207,A3,15.720980400142569
8.51,3.26,0.84,0.215,A0,16.076088000339695
8.36,2.42,0.93,1.113,K1IIICN...,15.279076829902156
10.0,4.93,1.47,0.55,G0,18.46423459638615
8.74,1.92,0.83,1.227,K2III,15.156506143517749
6.18,3.25,0.96,1.366,K2III,13.739416804894372
10.26,7.53,1.63,0.73,G0,19.6439748810035
10.16,5.68,2.36,0.393,F5V,18.931741678555092
8.31,4.08,1.06,1.053,K0,16.3633008154494
8.58,3.46,0.97,0.915,G5,16.275380493963883
7.04,36.18,1.02,0.624,G2/G3V,19.832342812618975
8.81,3.75,1.19,0.31,A2,16.680156338638596
5.99,9.79,0.92,1.034,G8III:,15.943913459015688
8.22,3.5,1.43,1.064,K1III,15.940340221751379
9.86,7.73,3.35,0.789,K0V,19.300897469591625
8.0,2.84,1.05,1.193,G5,15.266591700235187
9.4,10.7,1.27,0.57,G0,19.54691888842605
9.1,3.83,1.17,1.169,K1IV,17.015993869843115
2.07,33.6,0.73,-0.038,B9p,14.701696386949221
8.11,2.18,0.95,0.098,A0,14.802282468023023
8.89,2.8,1.1,1.179,K1III,16.125790156711098
9.43,1.52,1.51,0.47,F2V,15.339217939723863
7.59,25.15,0.97,0.626,G2V,19.59268994695973
8.72,2.88,1.35,0.071,A0,16.016962438796156
9.86,2.3,1.46,0.157,A3III,16.668639180087965
9.23,0.65,1.34,0.988,K0III,13.294566783214279
9.5,5.59,1.5,0.493,G:III/IV+..,18.237059039432115
10.73,45.64,1.92,1.46,M0,24.026728178730885
7.59,7.6,0.89,0.508,F3/F5V,16.994067961403957
7.41,12.72,0.86,0.606,F8,17.932435556561977
9.26,11.01,0.95,0.675,G3/G5IV/V,19.468936594858757
7.78,14.43,0.96,0.358,F5,18.57633165546747
7.76,2.77,1.26,1.618,K2,14.972398845322243
8.94,9.47,1.13,0.419,F5,18.821749895016367
8.95,2.3,1.37,0.435,F2,15.758639180087965
6.41,2.17,0.63,0.998,G3II,13.092298669242648
6.11,2.42,0.79,1.664,M0/M1IIICNp,13.029076829902156
7.76,8.84,0.94,0.415,F2,17.492261325065364
7.38,2.89,0.71,1.326,K3III,14.68448921378274
6.21,30.26,0.69,0.504,F8IV,18.61434461843584
7.05,5.97,1.04,0.963,G5,15.929871655646846
7.44,6.36,0.66,-0.006,A0,16.457285578242068
8.5,5.07,1.56,0.406,F2III/IV,17.025039796666682
7.84,5.19,0.91,1.125,K0,16.41583678924229
7.88,5.03,0.85,0.473,F3V,16.387839925279636
9.1,3.19,0.96,1.113,K0III,16.618953415285905
8.65,6.86,1.05,0.471,F3V,17.83162057853376
8.41,16.24,0.7,0.588,G2V,19.462930124525784
7.81,8.58,0.86,0.481,F5IV,17.477436439243526
7.43,11.61,1.01,0.296,F0,17.75416109869287
8.76,0.97,1.18,0.965,G5,13.693858671331224
7.58,4.72,0.82,0.994,G5,15.949709993170439
9.55,4.78,1.13,0.473,F5V,17.947139483060596
6.82,3.19,0.76,1.568,K5,14.338953415285905
10.24,1.8,1.68,0.46,F0,16.51636252551653
6.24,7.78,0.81,0.976,K0III,15.694897984948446
7.31,1.36,1.53,1.43,K2,12.977694541851086
10.52,3.4,1.82,0.51,F5,18.177394585211275
9.27,0.25,1.21,1.146,K1III,11.259700043360187
7.13,3.16,0.96,1.64,M2III,14.62843541309202
9.14,2.6,1.43,1.053,K1III,16.21486673985409
8.48,12.89,1.03,0.537,G0,19.031264586767016
8.57,31.34,2.1,0.885,G5,21.05049496066286
7.21,7.86,1.07,1.087,K0III,16.68711273019704
9.05,1.01,1.33,1.64,K5,14.071606868913214
7.72,18.22,0.95,0.62,G0V,19.022741863184898
8.03,7.7,0.96,0.364,A3,17.46245362586241
6.47,8.65,0.94,0.242,A4Vm,16.15508053732407
5.57,11.17,0.72,1.043,G9III,15.810265865578046
6.32,7.0,0.74,0.738,G4IV...,15.545490200071285
7.78,6.49,0.82,0.417,F3IV/V,16.841223484001848
11.65,22.5,2.96,1.26,M1,23.410912590556812
8.58,10.46,1.13,0.714,G5,18.67765842265628
10.37,3.89,1.6,0.432,F2,18.319748006628537
9.23,6.32,1.08,0.383,F5,18.23358539141193
9.2,8.35,1.16,0.811,G8V,18.808432377418008
6.93,16.09,0.75,0.8,G5,17.962780220495148
9.32,4.32,1.37,0.549,F6V,17.49741873407456
7.11,8.73,0.77,0.476,F5,16.815071218527848
9.79,0.11,1.41,1.01,K1,9.996963425791124
8.21,2.98,1.01,1.339,K3III,15.581081320381276
8.42,1.37,1.61,1.4,K1,14.103602835782034
7.05,3.15,0.72,-0.122,B5V,14.541552768948002
9.26,6.75,1.19,0.671,G3V,18.406518864155125
2.28,59.89,0.56,0.38,F2III-IV,16.166771565421048
8.77,4.8,2.04,0.461,G5,17.176206186877934
9.25,5.87,1.08,0.537,G0,18.093190506238074
9.3,4.36,1.46,0.972,K2III,17.49743244634293
9.9,4.56,1.26,0.561,F8,18.194824213322175
9.89,6.48,1.77,0.617,F8,18.947875029352968
9.33,17.75,1.21,0.812,G0,20.575991786955562
7.78,22.07,2.31,0.68,G0,19.499011665808275
7.02,17.03,0.69,0.932,K0,18.176073239813007
8.89,1.97,1.11,1.033,G8III,15.362331130807965
9.6,7.75,1.28,0.446,F6V,19.046508512531553
7.07,19.28,0.79,0.644,G2III,18.49553514783406
6.01,8.56,1.17,0.203,A7IV,15.672368823385765
5.42,14.57,1.34,0.414,F3V,16.237297758849948
9.11,11.89,1.31,0.83,G8/K0V,19.485909273093455
8.24,1.42,1.15,0.08,B5V,14.001441721915283
8.97,6.32,1.2,0.442,F0,17.973585391411927
3.88,23.28,0.98,1.013,K0III,15.714914879889253
8.59,7.58,1.2,0.484,F5,17.988346028160265
7.17,4.96,0.74,0.031,B9,15.647408382450987
7.94,13.8,1.3,0.66,G3V,18.639395432006182
7.27,4.21,1.0,1.22,G5,15.39141047917834
9.59,1.88,1.4,0.49,G0,15.960789246318399
7.94,2.08,1.14,1.439,K0,14.530316674813808
8.52,16.26,0.98,0.687,G3V,19.575602706290248
7.59,5.36,0.88,1.005,G8IV,16.235823948463853
9.17,1.78,1.37,1.029,K1III,15.42210001154447
8.08,4.57,0.82,1.068,K1III,16.379581000349255
9.8,3.03,1.5,0.524,F5/F6V,17.207213142511527
8.92,8.17,1.89,0.499,F5V,18.48111028266208
9.91,4.45,1.34,0.355,F0V,18.15180005490466
9.42,4.76,2.01,1.565,M1Ibpev comp,17.808034763602464
8.84,2.91,1.13,1.128,K0,16.15946494492954
10.15,1.4,2.33,1.5,M3e-M8e,15.88064017839119
8.37,3.25,1.5,0.952,G8III,15.929416804894371
9.33,-0.54,1.36,1.63,K2/K3,12.991968799114844
9.35,0.55,1.21,0.075,B8,13.051813447471218
7.4,4.31,0.7,1.571,M2III,15.572386350803658
8.35,6.9,1.41,0.437,F3/F5V,17.544245453686276
9.53,23.86,1.59,0.965,K1/K2V,21.418352196671613
9.59,6.24,1.42,0.469,F5,18.565922948412123
10.05,0.16,1.39,0.486,F8,11.070599913279624
8.57,13.92,1.11,0.644,G3V,19.288196176372715
8.48,5.62,1.04,0.56,G0,17.228681577845308
8.43,12.54,1.23,0.906,G5,18.92148768247349
8.45,3.57,1.05,0.955,G5,16.213341080560966
8.84,17.08,1.86,0.833,K1V,20.002439331764933
8.64,14.21,4.23,0.716,G5,19.402970389637346
8.42,4.58,1.13,0.41,F5,16.724327390019347
6.34,7.37,0.57,0.164,A6V,15.677337439295258
7.93,2.27,1.15,1.301,K0,14.710129285965614
8.36,5.18,1.15,1.072,K0,16.931648798726165
8.32,18.8,1.05,0.595,G2/G3V,19.6907892463184
7.77,1.52,1.13,1.219,G5,13.679217939723863
6.84,2.68,1.06,1.611,K2,13.980673970143945
8.78,8.36,0.83,1.011,K1IV/V,18.39103138719508
7.19,4.44,0.79,0.974,K1II,15.426914850573098
8.5,1.7,1.1,1.166,K5,14.652244606891369
8.82,5.8,1.28,0.62,F8,17.637139967814687
9.04,7.14,1.07,0.542,G5,18.308491058880872
7.93,4.37,0.77,0.964,K0III,16.13240718485211
7.66,6.14,0.89,0.139,A2V,16.600841855705838
9.03,1.27,1.07,1.014,K0,14.549018604779784
5.54,10.04,0.86,-0.064,B9V,15.548668564045002
5.29,13.45,0.5,1.049,K1/K2III,15.933611421692135
8.13,9.63,0.81,0.456,F3V,18.048131435622672
7.51,7.21,1.55,0.251,A3+...,16.799676323597147
9.08,1.56,0.89,1.031,G8III/IV,15.045622991772309
7.1,10.24,1.21,0.345,F0,17.151499783199057
7.88,11.15,0.68,0.476,F5V,18.116374336920895
9.4,1.08,0.93,0.539,F8,14.567118777434748
9.06,4.59,1.12,0.293,A0,17.369063427686307
8.38,7.73,0.7,0.371,F5,17.82089746959163
10.65,10.83,2.1,1.077,K8,20.8231422831266
7.77,3.13,0.9,1.603,M...,15.247721687732241
8.5,4.15,1.03,1.042,K0,16.590240483560464
8.61,3.05,1.08,1.156,G5,16.03149919673393
10.05,6.95,1.59,0.7,G0,19.25992402295057
8.71,3.6,1.01,0.594,F0,16.49151250383644
9.37,4.95,1.42,0.409,F0V,17.843025994667844
6.97,3.21,0.6,1.377,K3III,14.50252516202436
8.56,8.5,2.9,0.524,F5V,18.207094628571465
9.34,-2.57,1.52,0.815,G8V,16.389665616656472
9.47,6.1,1.56,0.526,F7V,18.396649175053838
8.11,4.74,0.83,1.032,K0,16.488891708370424
8.91,3.93,1.13,0.356,F0III,16.881962751877133
7.83,1.12,0.83,1.311,G8III,13.076090113350908
8.95,2.74,1.18,1.104,K0,16.138752814101938
7.2,2.98,0.81,-0.053,B9,14.571081320381277
9.37,5.26,0.97,0.411,F2/F3V,17.974928720768695
5.84,18.18,0.92,0.973,K1III,17.137969394429742
5.01,3.24,0.68,0.405,F2II,12.562725051033059
9.81,3.85,1.39,0.437,F3V,17.737303647542504
9.27,2.76,1.18,1.12,K0,16.474545410326087
9.5,7.14,1.38,0.423,F3/F5V,18.768491058880873
9.32,4.82,1.18,0.511,F5V,17.73523519119425
8.92,13.53,1.28,0.578,G2V,19.576488982988117
8.38,10.15,1.04,0.508,F7V,18.412330211246157
7.74,10.35,0.82,0.473,A,17.814701748964684
8.6,3.27,1.2,1.042,K0,16.17273876330143
9.49,4.92,3.74,1.232,K2III:,17.9498255138368
8.35,6.17,1.02,0.528,F7V,17.30142582016621
7.11,3.65,0.87,1.528,M4III:,14.921464322282374
9.87,4.11,2.38,0.503,F2V,17.939209109380343
8.98,7.48,1.29,0.471,G0,18.34950798932231
7.75,1.83,1.07,1.487,K0,14.062255448652149
8.24,12.91,1.06,0.491,F6V,18.794631211332103
6.74,6.52,0.73,-0.074,B7IV,15.811237978659602
6.83,4.74,0.76,1.429,K4III,15.208891708370427
7.7,7.1,0.92,0.144,A0,16.956291743595376
6.7,1.66,0.61,-0.017,B1V,12.800540440200276
8.67,3.45,1.27,1.037,K0III,16.35909547536637
8.73,5.51,0.84,0.563,F7IV,17.435757994258925
9.63,0.66,1.37,1.462,M0,13.727719677709345
6.66,15.06,0.7,0.372,F3/F5IV+...,17.54912485932341
8.29,5.16,0.87,0.077,A0,16.853248508136055
8.47,15.57,1.17,0.574,G5,19.4314430628406
8.16,2.91,0.97,1.165,K2,15.479464944929537
8.97,8.77,1.49,0.497,F5,18.684997966830203
7.51,18.2,0.91,0.503,F8,18.810356939925374
8.97,1.74,2.12,0.674,B7IIIe+K3III,15.172746241412998
8.55,4.38,1.15,0.692,G3V,16.7573705525205
5.84,15.35,0.74,1.0,K0III,16.770541899066025
7.85,3.75,0.81,0.099,B9,15.720156338638594
8.68,7.95,1.08,0.588,G2V,18.18183564328235
8.05,4.86,0.81,0.878,G5,16.48318134631147
8.27,1.62,0.92,0.146,B7V,14.317575072713154
7.68,3.48,1.04,1.028,K0III,15.387896219732905
9.4,9.43,1.0,0.551,F5IV,19.272558463686643
7.77,8.8,0.8,0.405,F2,17.492413360750845
6.89,4.7,0.82,0.951,K0III,15.250489289678587
7.55,2.46,0.87,1.354,M...,14.504675535516895
8.27,7.77,2.24,0.517,F6IV/V,17.72210509400457
8.16,2.91,1.17,1.677,K5,15.479464944929537
8.07,2.95,0.8,-0.015,B9,15.419110079890816
7.91,4.0,0.9,0.024,A0,15.920299956639813
7.71,2.25,0.98,1.253,K1/K2III,14.470912590556813
10.16,4.41,1.82,0.689,G2,18.382192947339192
8.41,16.45,0.95,0.575,G5,19.490829511429965
8.88,1.02,1.19,1.169,K1III,13.923000858809589
9.64,1.44,1.17,0.56,B5,15.431812460476248
7.93,3.61,1.11,1.096,K2,15.717536009528288
7.78,4.53,1.05,1.302,M3III,16.06049101006416
8.9,6.25,1.13,0.5,F5,17.879400086720377
8.55,12.6,1.18,0.435,F5V,19.051852725587814
9.15,9.37,1.25,0.477,F8,19.008697954438894
10.86,39.19,2.29,1.418,M2,23.825876317390513
11.55,24.32,3.25,1.395,M2V:,23.47981785300349
9.08,0.9,1.37,1.076,G5,13.851212547196624
7.44,3.61,0.94,0.998,G5,15.22753600952829
10.35,-0.33,1.6,1.269,M0,12.942569699389438
6.68,4.43,0.73,1.212,K1III,14.912018631115348
8.85,4.41,0.77,0.585,F8/G0V,17.072192947339193
8.9,8.36,1.21,0.473,F8,18.511031387195082
8.24,7.22,0.89,0.184,A2,17.532685987848197
6.74,3.88,0.89,1.025,G5,14.684158627971037
10.75,4.01,2.07,0.863,K0,18.76572186310091
8.44,2.61,1.17,1.33,K0,15.523202536691404
7.69,4.21,1.02,1.163,K2,15.811410479178342
4.89,52.94,0.77,0.487,F5V,18.508919684826648
11.8,6.13,5.67,0.57,F4,20.737302372592076
8.88,4.78,1.23,1.14,K2III,17.277139483060594
7.7,5.09,1.26,1.2,K0III/IV,16.233588911683793
8.6,15.08,1.1,0.7,G6V,19.492006707668775
8.44,1.58,1.05,0.127,A3V,14.433285434772113
9.5,35.69,5.14,1.254,K7,22.2627327397783
9.03,0.82,1.19,1.406,K0,13.599069261918583
7.15,6.06,0.67,1.004,K0,16.062363120831428
7.95,29.35,0.95,0.755,K0V,20.288040527918167
8.23,18.6,0.91,0.581,G0,19.57756472108958
9.81,4.63,1.57,0.515,G0,18.137904955089766
8.48,11.58,1.13,0.473,F3V,18.798542796957086
9.33,3.47,1.9,0.94,K0,17.03164737395437
8.97,20.86,2.16,0.807,G6/G8V,20.566571520452563
8.08,2.54,1.14,1.122,K2,15.10416858309969
7.47,2.26,0.85,1.532,K0,14.240542195737003
8.34,4.31,1.11,0.409,F3V,16.51238635080366
7.75,4.71,0.89,1.152,K2III,16.11510453564448
8.34,17.0,0.82,0.619,G4V,19.49224460689137
5.41,5.61,0.92,1.346,K2III,14.154814306280807
7.56,9.91,1.48,0.551,F8...,17.540368272426377
6.93,7.77,0.88,0.994,K0III,16.382105094004572
10.03,21.87,24.76,1.293,K2,21.729243915188185
8.69,6.73,1.13,0.185,A0,17.830075321119885
9.04,27.46,1.09,0.891,K1V,21.233502664503682
8.32,4.04,1.09,1.12,K2,16.351906825553023
7.85,7.57,1.06,0.561,F7V,17.24547939750036
7.21,4.78,0.59,0.916,G8III,15.607139483060593
8.98,3.36,1.48,0.966,K0IV,16.61169638694922
7.09,2.16,0.77,0.137,B5II: SB,13.762268755754654
8.85,8.01,0.94,0.518,F6V,18.368162580421185
9.21,0.53,1.02,0.142,A0V,12.831379348003946
8.61,20.55,1.21,0.643,G0,20.17405913106044
7.91,7.11,1.08,1.126,K0p...,17.16934800364883
7.47,2.14,1.6,0.2,B8,14.122068866745956
8.65,5.08,1.17,1.0,K0,17.1793185614196
8.53,6.88,1.58,0.515,F5,17.717942191177556
9.92,29.15,1.54,1.071,K5V,22.243192795475164
8.09,4.25,0.94,0.228,B9,16.231944650251556
5.24,45.85,0.66,0.459,F3/F5V,18.546696700030203
7.06,1.15,0.74,0.63,F5Ib-II,12.363489201768058
8.45,10.91,1.15,0.481,F5V,18.639123752941707
8.73,9.29,1.09,0.646,G3/G5V,18.57007856996821
7.45,7.81,0.96,0.891,G5,16.913255169386503
9.02,16.48,1.49,0.599,G3V,20.104786036805486
7.51,12.79,1.43,0.491,F5,18.04435272239327
7.32,1.99,0.98,0.038,A0,13.814265382048532
8.17,1.34,1.1,1.14,K0III,13.805523991824039
9.45,4.21,1.44,0.26,A0,17.57141047917834
9.72,9.92,1.46,0.557,G1V,19.702558360770894
9.34,10.46,1.33,0.695,G5V,19.437658422656277
8.75,4.77,1.28,1.125,G5,17.142591895200567
9.32,3.89,1.25,0.625,G3V,17.26974800662854
7.91,10.93,1.05,0.392,F2V,18.103100809748515
7.49,2.05,0.98,1.6,K4III,14.048769305278771
6.53,7.97,0.79,1.041,K0III,16.037291606980563
6.18,5.93,0.7,1.467,K4III,15.045273466821312
8.69,2.85,1.26,0.403,F0,15.96422430004255
6.58,6.88,0.76,0.99,K0III,15.767942191177555
7.8,0.15,0.9,1.634,M1III,8.680456295278406
7.19,10.9,0.86,0.398,F0,17.37713248970312
8.17,3.49,1.01,1.048,K0,15.8841271347959
6.56,6.05,0.87,1.074,K0III,15.468776873262346
8.73,38.88,1.22,1.045,K0,21.678631281271187
7.62,17.21,0.76,0.758,G5IV/V,18.798904351637802
8.66,10.57,1.33,0.43,F5,18.78037493653713
8.2,2.97,0.97,1.269,K0,15.563782246586062
8.96,3.11,1.44,1.243,K0,16.423801945134187
7.36,6.68,0.87,1.082,K0,16.48388231237773
6.87,9.42,0.74,0.262,F0,16.740254513964388
7.6,3.46,0.87,1.314,K0,15.295380493963883
5.29,5.33,0.87,1.478,K4III,13.923636045132863
9.12,4.88,1.22,0.479,F8,17.562099110013552
8.25,9.81,1.21,0.448,F5V,18.208345036899743
7.43,10.44,0.83,0.335,F0,17.523502493331215
8.88,1.79,1.24,1.047,K0III/IV,15.144265154899468
7.95,-0.41,0.93,1.537,M...,11.013919283598678
7.69,2.89,0.85,1.709,M...,14.994489213782739
8.94,4.7,1.22,1.151,K2III,17.300489289678588
10.58,8.64,1.94,0.6,G0,20.26256871239447
10.05,9.1,1.47,0.643,G3/G5V,19.84520696160547
8.88,2.01,1.3,0.934,G5,15.395980287102445
9.0,5.47,0.93,0.415,F3V,17.689936631667155
8.24,3.99,1.02,1.583,K5,16.24486447843374
8.18,19.39,1.0,0.669,G5,19.617889045393525
9.91,2.9,1.53,0.521,F6V,17.22198998949478
8.88,1.76,1.01,0.022,A0,15.10756333907075
8.44,24.69,1.2,0.739,K0,20.40260544965966
8.73,15.32,1.34,0.707,K0V+...,19.656293826482926
9.12,4.61,1.4,0.471,F3V,17.43850462694824
9.23,5.62,1.23,0.995,K0III,17.978681577845308
8.66,21.09,1.23,0.743,G8/K0V,20.280382898697432
8.88,4.78,1.04,0.352,F0,17.277139483060594
8.14,5.39,1.46,0.364,F0V,16.797943825933693
7.44,0.07,0.83,1.522,K0,6.665490200071285
7.22,1.73,0.6,0.054,B9.5IV,13.410230515643978
6.5,6.3,0.82,1.112,K0,15.496702747267909
10.07,2.07,1.54,0.724,G2,16.64985172728459
7.01,5.28,0.8,1.106,K0,15.623169612669061
8.15,5.91,0.96,0.029,A1V,17.007937404406277
7.95,15.34,0.99,0.945,K1IV,18.87912679806481
8.18,1.12,0.96,1.363,K0,13.42609011335091
10.72,4.48,2.09,0.565,F8,18.97639006999072
9.56,7.06,1.25,0.659,F8V,18.804023505259018
8.51,4.18,0.96,0.873,G6III,16.615881408875175
7.22,4.68,1.06,1.051,K0,15.571229265370619
7.53,4.24,0.87,0.98,K0III,15.666829282963665
9.27,8.04,1.34,0.79,G5,18.796280243742256
9.85,15.9,1.78,0.939,K0,20.856985621602256
7.34,2.37,0.83,1.639,K2,14.21374173005052
9.55,4.23,1.08,0.353,A5,17.681701836875213
8.19,2.79,1.21,1.345,K0,15.418021016367987
6.63,18.06,0.76,0.402,F2,17.913588729887433
8.63,4.71,1.17,1.1,K0,16.99510453564448
8.8,6.35,1.36,0.725,G3/G5V,17.81386862645988
